title,genre,director1,director2,actor1,actor2,actor3,actor4,box_office,imdb_rating,imdb_votes,yr
The Lords of Flatbush,Comedy- Drama- Romance,MartinDavidson,StephenVerona,SylvesterStallone,HenryWinkler,PerryKing,PaulMace,.,5.8,3239,1974
The Cars That Ate Paris,Comedy- Horror- Sci-Fi,PeterWeir,.,TerryCamilleri,JohnMeillon,KevinMiles,RickScully,.,5.6,3238,1974
Lancelot of the Lake,Drama- Fantasy- Romance,RobertBresson,.,LucSimon,LauraDukeCondominas,HumbertBalsan,VladimirAntolek-Oresek,.,7,3094,1974
The Little Prince,Family- Fantasy- Musical,StanleyDonen,.,RichardKiley,StevenWarner,JossAckland,CliveRevill,.,6.5,3066,1974
Madhouse,Crime- Horror- Mystery,JimClark,.,VincentPrice,PeterCushing,RobertQuarry,AdrienneCorri,.,6.4,3010,1974
The Return of the Tall Blond Man,Comedy,YvesRobert,.,PierreRichard,JeanCarmet,JeanRochefort,MireilleDarc,.,6.8,2963,1974
Kozure Ôkami: Jigoku e ikuzo! Daigorô,Action- Adventure- Drama,YoshiyukiKuroda,.,TomisaburôWakayama,AkihiroTomikawa,JunkoHitomi,GorôMutsumi,.,7.4,2901,1974
Frankenstein and the Monster from Hell,Horror- Sci-Fi,TerenceFisher,.,PeterCushing,ShaneBriant,MadelineSmith,DavidProwse,.,6.4,2869,1974
Where the Red Fern Grows,Drama- Family,NormanTokar,.,JamesWhitmore,BeverlyGarland,JackGing,LonnyChapman,.,6.9,2784,1974
Lady Snowblood 2: Love Song of Vengeance,Drama- Thriller,ToshiyaFujita,.,MeikoKaji,JûzôItami,KazukoYoshiyuki,YoshioHarada,.,6.4,2754,1974
Vampyres,Horror,JoséRamónLarraz,.,MarianneMorris,AnulkaDziubinska,MurrayBrown,BrianDeacon,.,6.1,2752,1974
Mame,Musical,GeneSaks,.,LucilleBall,RobertPreston,BeaArthur,BruceDavison,.,6.1,2485,1974
The Beast Must Die,Horror- Mystery,PaulAnnett,.,CalvinLockhart,PeterCushing,MarleneClark,CharlesGray,.,5.8,2478,1974
Ein Unbekannter rechnet ab,Mystery- Thriller,PeterCollinson,.,CharlesAznavour,MariaRohm,AdolfoCeli,StéphaneAudran,.,5.7,2464,1974
Un homme qui dort,Drama,BernardQueysanne,.,JacquesSpiesser,LudmilaMikaël,.,.,.,8.1,2458,1974
At Home Among Strangers a Stranger Among His Own,Action- Adventure- Drama,NikitaMikhalkov,.,YuriyBogatyryov,NikitaMikhalkov,SergeyShakurov,AleksandrKalyagin,.,7.6,2423,1974
The Nine Lives of Fritz the Cat,Animation- Comedy,RobertTaylor,.,SkipHinnant,RevaRose,BobHolt,RobertRidgely,.,5.4,2384,1974
Freebie and the Bean,Action- Comedy- Crime,RichardRush,.,AlanArkin,JamesCaan,LorettaSwit,JackKruschen,.,6.6,2337,1974
The Black Windmill,Action- Crime- Thriller,DonSiegel,.,MichaelCaine,DonaldPleasence,DelphineSeyrig,CliveRevill,.,6.3,2281,1974
Truck Turner,Action- Crime- Thriller,JonathanKaplan,.,IsaacHayes,YaphetKotto,AlanWeeks,AnnazetteChase,.,7,2250,1974
Carry on Dick,Adventure- Comedy,GeraldThomas,.,SidneyJames,KennethWilliams,BarbaraWindsor,HattieJacques,.,6,2200,1974
The Island at the Top of the World,Adventure- Family- Fantasy,RobertStevenson,.,DavidHartman,DonaldSinden,JacquesMarin,Mako,.,6.2,2157,1974
The Ghost Galleon,Horror,AmandodeOssorio,.,MariaPerschy,JackTaylor,BárbaraRey,CarlosLemos,.,4.5,2147,1974
Mahler,Biography- Drama- Music,KenRussell,.,RobertPowell,GeorginaHale,LeeMontague,MiriamKarlin,.,7,2137,1974
The Bat People,Horror- Romance,JerryJameson,.,StewartMoss,MarianneMcAndrew,MichaelPataki,PaulCarr,.,2.5,2119,1974
Fontane Effi Briest,Drama- History,RainerWernerFassbinder,.,HannaSchygulla,WolfgangSchenck,UlliLommel,KarlheinzBöhm,.,6.9,2042,1974
The Deluge,Adventure- History- Romance,JerzyHoffman,.,DanielOlbrychski,MalgorzataBraunek,TadeuszLomnicki,KazimierzWichniarz,.,7.7,2019,1974
Big Bad Mama,Action- Comedy- Crime,SteveCarver,.,AngieDickinson,WilliamShatner,TomSkerritt,SusanSennett,.,5.8,1974,1974
Scenes from a Marriage,Drama,IngmarBergman,.,LivUllmann,ErlandJosephson,BibiAndersson,GunnelLindblom,.,8.5,1969,1974
For Pete's Sake,Comedy,PeterYates,.,BarbraStreisand,MichaelSarrazin,EstelleParsons,MollyPicon,.,6.3,1960,1974
Il profumo della signora in nero,Horror- Mystery- Thriller,FrancescoBarilli,.,MimsyFarmer,MaurizioBonuglia,MarioScaccia,JhoJhenkins,.,6.7,1911,1974
Black Belt Jones,Action- Comedy,RobertClouse,.,JimKelly,GloriaHendry,ScatmanCrothers,EricLaneuville,.,6.4,1891,1974
Almost Human,Crime- Drama- Thriller,UmbertoLenzi,.,TomasMilian,HenrySilva,LauraBelli,GinoSantercole,.,7.3,1875,1974
Frightmare,Horror,PeteWalker,.,RupertDavies,SheilaKeith,DeborahFairfax,PaulGreenwood,.,6.3,1844,1974
Caged Heat,Action- Comedy- Drama,JonathanDemme,.,JuanitaBrown,EricaGavin,RobertaCollins,EllaReid,.,5.3,1843,1974
Cockfighter,Drama,MonteHellman,.,WarrenOates,RichardB.Shull,HarryDeanStanton,EdBegleyJr.,.,7.1,1840,1974
Vincent François Paul and the Others,Drama,ClaudeSautet,.,YvesMontand,MichelPiccoli,SergeReggiani,GérardDepardieu,.,7.6,1831,1974
The Groove Tube,Comedy,KenShapiro,.,KenShapiro,RichardBelzer,ChevyChase,BuzzyLinhart,20447000,5.9,1817,1974
Uptown Saturday Night,Action- Comedy- Crime,SidneyPoitier,.,SidneyPoitier,BillCosby,HarryBelafonte,FlipWilson,.,6.8,1805,1974
Gold,Adventure- Thriller,PeterR.Hunt,.,RogerMoore,SusannahYork,RayMilland,BradfordDillman,.,5.7,1776,1974
The Clockmaker of St. Paul,Crime- Drama,BertrandTavernier,.,PhilippeNoiret,JeanRochefort,JacquesDenis,YvesAfonso,.,7.1,1739,1974
Gavaznha,Drama,MasudKimiai,.,BehrouzVossoughi,FaramarzGharibian,NosratPartovi,GarshasbRaoufi,.,8,1733,1974
The Apprenticeship of Duddy Kravitz,Comedy- Drama,TedKotcheff,.,RichardDreyfuss,MichelineLanctôt,JackWarden,RandyQuaid,.,6.8,1732,1974
The Terminal Man,Horror- Sci-Fi- Thriller,MikeHodges,.,GeorgeSegal,JoanHackett,RichardDysart,DonaldMoffat,.,5.7,1713,1974
Satsujin ken 2,Action- Crime- Drama,ShigehiroOzawa,.,Shin'ichiChiba,ClaudeGagnon,YôkoIchiji,MasashiIshibashi,.,6.4,1686,1974
Sonar Kella,Adventure- Family,SatyajitRay,.,SoumitraChatterjee,SantanuBagchi,AjoyBanerjee,HaradhanBannerjee,.,8.4,1647,1974
Borsalino and Co.,Crime- Drama- Action,JacquesDeray,.,AlainDelon,RiccardoCucciolla,DanielIvernel,ReinhardKolldehoff,.,6.3,1645,1974
Världens bästa Karlsson,Comedy- Family- Fantasy,OlleHellbom,.,LarsSöderdahl,MatsWikström,CatrinWesterlund,StigOssianEricson,.,5.7,1643,1974
Conrack,Drama,MartinRitt,.,JonVoight,PaulWinfield,MadgeSinclair,TinaAndrews,.,7.3,1643,1974
Stavisky...,Biography- Drama,AlainResnais,.,Jean-PaulBelmondo,CharlesBoyer,FrançoisPérier,AnnyDuperey,13793,6.6,1537,1974
Claudine,Comedy- Drama- Romance,JohnBerry,.,DiahannCarroll,JamesEarlJones,Lawrence-HiltonJacobs,TamuBlackwell,.,7.2,1533,1974
Nie ma mocnych,Comedy,SylwesterChecinski,.,WaclawKowalski,WladyslawHancza,AnnaDymna,AndrzejWasilewicz,.,7.5,1517,1974
The Tamarind Seed,Drama- Romance,BlakeEdwards,.,JulieAndrews,OmarSharif,AnthonyQuayle,DanO'Herlihy,.,6.4,1512,1974
Dunderklumpen!,Animation- Adventure- Family,PerÅhlin,.,BeppeWolgers,JensWolgers,HalvarBjörk,HåkanSerner,.,7,1508,1974
Je tu il elle,Drama,ChantalAkerman,.,ChantalAkerman,NielsArestrup,ClaireWauthion,.,.,6.8,1485,1974
Olsen-bandens sidste bedrifter,Comedy- Crime- Family,ErikBalling,.,OveSprogøe,MortenGrunwald,PoulBundgaard,KirstenWalther,.,7.1,1484,1974
La polizia chiede aiuto,Action- Crime- Horror,MassimoDallamano,.,GiovannaRalli,ClaudioCassinelli,MarioAdorf,FrancoFabrizi,.,7,1456,1974
Bread and Chocolate,Comedy- Drama,FrancoBrusati,.,NinoManfredi,AnnaKarina,PaoloTurco,UgoD'Alessio,.,7.6,1417,1974
Sugar Hill,Action- Crime- Horror,PaulMaslansky,.,MarkiBey,RobertQuarry,DonPedroColley,BettyAnneRees,.,5.7,1401,1974
Le mouton enragé,Drama- Comedy,MichelDeville,.,Jean-LouisTrintignant,Jean-PierreCassel,RomySchneider,JaneBirkin,.,7.2,1401,1974
Beyond the Door,Horror,OvidioG.Assonitis,RobertBarrett,JulietMills,RichardJohnson,GabrieleLavia,NinoSegurini,.,4.6,1380,1974
The Antichrist,Drama- Horror,AlbertoDeMartino,.,CarlaGravina,MelFerrer,ArthurKennedy,GeorgeCoulouris,.,5.7,1357,1974
Spasmo,Mystery- Thriller,UmbertoLenzi,.,RobertHoffmann,SuzyKendall,IvanRassimov,AdolfoLastretti,.,6.2,1356,1974
House of Whipcord,Horror,PeteWalker,.,BarbaraMarkham,PatrickBarr,RayBrooks,AnnMichelle,.,5.9,1314,1974
School of the Holy Beast,Drama- Thriller,NorifumiSuzuki,.,YumiTakigawa,EmikoYamauchi,YayoiWatanabe,RyoukoIma,.,6.6,1309,1974
Kalina krasnaya,Drama,VasiliyShukshin,.,LidiyaFedoseeva-Shukshina,VasiliyShukshin,IvanRyzhov,MariyaSkvortsova,.,7.8,1209,1974
Vase de noces,Horror- Romance,ThierryZéno,.,.,.,.,.,.,4.5,1205,1974
Battal Gazi'nin Oglu,Action- Drama- History,NatukBaytan,.,CüneytArkin,ZerrinArbas,BilalInci,YavuzSelekman,.,6.1,1182,1974
The Trial of Billy Jack,Action- Drama- Music,TomLaughlin,.,TomLaughlin,DeloresTaylor,VictorIzay,TeresaKelly,89000000,4.7,1182,1974
The Klansman,Crime- Drama- Thriller,TerenceYoung,.,LeeMarvin,RichardBurton,CameronMitchell,O.J.Simpson,.,5.1,1179,1974
Arkadas,Drama,YilmazGüney,.,KerimAfsar,AzraBalkan,CivanCanova,MelikeDemirag,.,7.2,1141,1974
Devil Times Five,Horror,SeanMacGregor,DavidSheldon,SorrellBooke,GeneEvans,TaylorLacher,JoanMcCall,.,5.1,1140,1974
Pastoral Hide and Seek,Drama- Fantasy,ShûjiTerayama,.,KaoruYachigusa,KeikoNiitaka,MasumiHarukawa,KanMikami,.,7.9,1138,1974
The House of Seven Corpses,Horror,PaulHarrison,.,JohnIreland,FaithDomergue,JohnCarradine,CaroleWells,.,4.2,1125,1974
The Destructors,Action- Crime- Drama,RobertParrish,.,MichaelCaine,AnthonyQuinn,JamesMason,MauriceRonet,.,6,1124,1974
Confessions of a Window Cleaner,Comedy,ValGuest,.,RobinAskwith,AnthonyBooth,SheilaWhite,DandyNichols,.,4.3,1113,1974
The Traveler,Drama,AbbasKiarostami,.,HassanDarabi,PareGolAtashjameh,MasudZandbegleh,MostafaTaheri,.,7.5,1111,1974
The Spikes Gang,Drama- Western,RichardFleischer,.,LeeMarvin,GaryGrimes,RonHoward,CharlesMartinSmith,.,6.3,1110,1974
Stone,Action- Drama- Adventure,SandyHarbutt,.,DeryckBarnes,SandyHarbutt,HughKeays-Byrne,LexMitchell,.,6.4,1109,1974
Jacob the Liar,Comedy- Crime- Drama,FrankBeyer,.,VlastimilBrodský,ErwinGeschonneck,HenryHübchen,BlancheKommerell,.,7.2,1094,1974
Axe,Horror,FrederickR.Friedel,.,LeslieLee,JackCanon,RayGreen,FrederickR.Friedel,.,4.9,1071,1974
Onna hissatsu ken,Action- Crime,KazuhikoYamaguchi,.,EtsukoShihomi,Shin'ichiChiba,AsaoUchida,SanaeÔhori,.,6.3,1064,1974
I'm Losing My Temper,Comedy,ClaudeZidi,.,PierreRichard,JaneBirkin,ClaudePiéplu,JeanMartin,.,6.5,1055,1974
The Arena,Action- Adventure,SteveCarver,.,MargaretMarkov,PamGrier,LucretiaLove,PaulMuller,.,5.3,1050,1974
Street Law,Action- Thriller,EnzoG.Castellari,.,FrancoNero,GiancarloPrete,BarbaraBach,RenzoPalmer,.,7,1044,1974
Gyakushû! Satsujin ken,Action- Crime- Drama,ShigehiroOzawa,.,Shin'ichiChiba,ReikoIke,KôjiWada,TatsuoEndô,.,6.1,1041,1974
Otpisani,Action- War,AleksandarDjordjevic,.,DraganNikolic,Vojislav'Voja'Brajovic,Predrag'Miki'Manojlovic,VladanHolec,.,8.2,1025,1974
Billy Two Hats,Romance- Western,TedKotcheff,.,GregoryPeck,DesiArnazJr.,JackWarden,DavidHuddleston,.,6.3,1019,1974
Joachim Put It in the Machine,Comedy,OldrichLipský,.,LudekSobota,MartaVancurová,VeraFerbasová,JosefDvorák,.,7.6,1014,1974
Three the Hard Way,Action- Thriller,GordonParksJr.,.,JimBrown,FredWilliamson,JimKelly,SheilaFrazier,1275072,6.3,1011,1974
